ACT OF CONVEYANCE,CASH SALE,TRANSFER,False
ACT OF CORR,CORRECTION,CORRECTION,True
ACT OF CORRECT,CORRECTION,CORRECTION,True
ACT OF CORRECTION,CORRECTION,CORRECTION,True
ACT OF DELIVERY,NOTICE,AFFIDAVIT,False
ACT OF DEP ETC,DEPOSIT,AFFIDAVIT,False
ACT OF DEPOSIT,DEPOSIT,AFFIDAVIT,False
ACT OF DEPOSIT NON W,DEPOSIT,AFFIDAVIT,False
ACT OF DEPOSIT/CORR,CORRECTION,AFFIDAVIT,False
ACT OF DISINHERISION,CORRECTION,AFFIDAVIT,False
ACT OF DISTRIBUTION,NOTICE,TRANSFER,False
ACT OF DIVISION,NOTICE,AFFIDAVIT,False
ACT OF DPST ETC,CORRECTION,AFFIDAVIT,False
ACT OF EMANCIPATION,EMANCIPATION,EMANCIPATION,True
ACT OF EXCHANGE,CORRECTION,EXCHANGE,False
ACT OF GUARANTY,NOTICE,AFFIDAVIT,False
ACT OF IMMOBIL,CORRECTION,IMMOBILIZATION,False
ACT OF IMMOBIL OF CH,CORRECTION,IMMOBILIZATION,False
ACT OF IMMOBILIZATIO,IMMOBILIZATION,IMMOBILIZATION,True
ACT OF IMMOBLZN,CORRECTION,IMMOBILIZATION,False
ACT OF INDEBT,CORRECTION,ACKNOWLEDGEMENT,False
ACT OF JOINDER,NOTICE,ACKNOWLEDGEMENT,False
ACT OF LECIT,CORRECTION,ACKNOWLEDGEMENT,False
ACT OF LEGIT,NOTICE,ACKNOWLEDGEMENT,False
ACT OF MTG ETC,MORTGAGE,MORTGAGE,True
ACT OF PART,CORRECTION,PARTITION,False
ACT OF PLEDGE,CORRECTION,PLEDGE,False
ACT OF RATIFICATION,RATIFICATION,RATIFICATION,True
ACT OF RENUNCIATION,NOTICE,DECLARATION,False
ACT OF RESCISSION V/,NOTICE,DECLARATION,False
ACT OF RETROCESSION,CORRECTION,TRANSFER,False
ACT OF REVOCATION,REVOCATION,REVOCATION,True
ACT OF SURREND,CORRECTION,TRANSFER,False
ACT OF SURRENDR,NOTICE,TRANSFER,False
ACT OF TRANFER,NOTICE,TRANSFER,False
ACT OF TRANS & CONTR,CORRECTION,TRANSFER,False
ACT OF TRANSFER,TRANSFER,TRANSFER,True
ACT OF TRANSFER & CO,TRANSFER,TRANSFER,True
ACT OF TRUST,CORRECTION,TRUST,False
ACT OF USUFRUCT,USUFRUCT,AFFIDAVIT,False
ACT OF WAIVER,CORRECTION,WAIVER,False
ACT RE AFFIRMATION A,NOTICE,AFFIDAVIT,False
ACT RE SCISSION,NOTICE,AFFIDAVIT,False
ACT RENUNCIATION,NOTICE,DECLARATION,False
ACT TO TRANSFER,TRANSFER,TRANSFER,True
ACT/ LEGIT,NOTICE,ACKNOWLEDGEMENT,False
ACT/ LIGIT,NOTICE,ACKNOWLEDGEMENT,False
ADD OGML,OGM FILING,ADDENDUM,False
ADD P/ATTY,POWER OF ATTORNEY,ADDENDUM,False
ADD TO LEASE,LEASE,ADDENDUM,False
ADD TO LEASE AGREE,LEASE,ADDENDUM,False
ADD TO PURCH AG,AGREEMENT,ADDENDUM,False
ADDEND TO LEASE & PL,LEASE,ADDENDUM,False
ADDEND TO LEASE AGRE,LEASE,ADDENDUM,False
ADDEND- PROP SET,NOTICE,ADDENDUM,False
ADDENDM TR AGREE,AGREEMENT,ADDENDUM,False
ADDENDUM,ADDENDUM,ADDENDUM,True
ADDENDUM & PLAT,ADDENDUM,ADDENDUM,True
ADDENDUM ASSIGN OGML,ASSIGNMENT,ADDENDUM,False
ADDENDUM DONA,ADDENDUM,ADDENDUM,True
ADDENDUM LSE,ADDENDUM,ADDENDUM,True
ADDENDUM P/ATTY,ADDENDUM,ADDENDUM,True
ADDENDUM PURCH AG,ADDENDUM,ADDENDUM,True
ADDENDUM R/W,ADDENDUM,ADDENDUM,True
ADDENDUM TIM DEED,ADDENDUM,ADDENDUM,True
ADDENDUM TO FARM LSE,LEASE,ADDENDUM,False
ADDENDUM TO LEASE,ADDENDUM,ADDENDUM,True
ADDENDUM TO LSE,ADDENDUM,ADDENDUM,True
ADDENDUM TO MTG,ADDENDUM,ADDENDUM,True
ADDENDUM TO OGML,ADDENDUM,ADDENDUM,True
ADDENDUM TO R/W,ADDENDUM,ADDENDUM,True
ADDENDUM TO RESTRICT,RESTRICTIONS,ADDENDUM,False
ADDENDUM TO TIMBER D,ADDENDUM,ADDENDUM,True
ADDENDUM TO TRUST ET,ADDENDUM,ADDENDUM,True
ADDITION TO TRUST,TRUST ,SUPPLEMENTAL,False
ADDN TO TRUST,TRUST ,SUPPLEMENTAL,False
ADDRESS CORRECTION,CORRECTION,CORRECTION,True
ADDTNL ADVNCS,NOTICE,AGREEMENT,False
ADJ LOAN MTG RIDE,MORTGAGE,AMENDMENT,False
ADJ PRCH PRICE,ADJUDICATION,AMENDMENT,False
ADJUD JUDG,ADJUDICATION,JUDGMENT,False
ADJUDICA JUDG,ADJUDICATION,JUDGMENT,False
ADJUDICATION,ADJUDICATION,JUDGMENT,False
ADMEND- MENT&ETC,AMENDMENT,AMENDMENT,True
ADOP,ADOPTION,ADOPTION,True
ADOPT,ADOPTION,ADOPTION,True
ADOPT & NM CHG,ADOPTION,ADOPTION,True
ADOPT SETTLE AGREE,AGREEMENT ,AGREEMENT,False
ADOPTION,ADOPTION,ADOPTION,True
ADOPTION/NAME CHG,ADOPTION,ADOPTION,True
ADVANCE DAM REL,RELEASE,RELEASE,True
AF DEATH & TERM,AFFIDAVIT,AFFIDAVIT,True
AF DEATH HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AF DEATH HEIRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF,AFFIDAVIT,AFFIDAVIT,True
AFF & ACKN,AFFIDAVIT,AFFIDAVIT,True
AFF & AGREE OWNER/CO,AGREEMENT,AFFIDAVIT,False
AFF & CANC,CANCELLATION-SINGLE,AFFIDAVIT,False
AFF & CORR,AFFIDAVIT,AFFIDAVIT,True
AFF & ETC,AFFIDAVIT,AFFIDAVIT,True
AFF & GRANT,AFFIDAVIT,AFFIDAVIT,True
AFF & HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF & LIST,AFFIDAVIT,AFFIDAVIT,True
AFF & NTC OF LIEN AN,AFFIDAVIT,AFFIDAVIT,True
AFF & OPTION,AFFIDAVIT,AFFIDAVIT,True
AFF & PAR REL,AFFIDAVIT,AFFIDAVIT,True
AFF & PLAT,MAP OR PLAT,AFFIDAVIT,False
AFF & Q/C,AFFIDAVIT,AFFIDAVIT,True
AFF & QC,AFFIDAVIT,AFFIDAVIT,True
AFF & RATIF,RATIFICATION,AFFIDAVIT,False
AFF & RATIFICATION,RATIFICATION,AFFIDAVIT,False
AFF & RELEASE,RELEASE,AFFIDAVIT,False
AFF & RENUN,AFFIDAVIT,AFFIDAVIT,True
AFF & RENUN SUCCN,AFFIDAVIT,AFFIDAVIT,True
AFF & RESIG,AFFIDAVIT,AFFIDAVIT,True
AFF & WAIVER,AFFIDAVIT,AFFIDAVIT,True
AFF & WARR DEED,CASH SALE,AFFIDAVIT,False
AFF &JUDG POSS,JUDGMENT,AFFIDAVIT,False
AFF 1ST REFUSAL,NOTICE,AFFIDAVIT,False
AFF ACCEPT,AFFIDAVIT,AFFIDAVIT,True
AFF ACKN DEBT,AFFIDAVIT,AFFIDAVIT,True
AFF APPT TRUSTEE,TRUST,AFFIDAVIT,False
AFF BY SURVEYOR,AFFIDAVIT,AFFIDAVIT,True
AFF CANC BOND FOR DE,CANCELLATION-SINGLE,AFFIDAVIT,False
AFF CERTIF SUB CMPL,CERTIFICATE,AFFIDAVIT,False
AFF CHANGE DOMICILE,NAME CHANGE,AFFIDAVIT,False
AFF CHNG DOMICILE,AFFIDAVIT,AFFIDAVIT,True
AFF CLAIMING EXEMPTI,NOTICE,AFFIDAVIT,False
AFF CORP SUCC TO TIT,AFFIDAVIT,AFFIDAVIT,True
AFF CORR DESC,CORRECTION,AFFIDAVIT,False
AFF CREATING LIEN,AFFIDAVIT,AFFIDAVIT,True
AFF DEAT H & HEIR,AFFIDAVIT,AFFIDAVIT,True
AFF DEAT HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH & DOMICILE,OATH OF OFFICE,AFFIDAVIT,False
AFF DEATH & HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH & TERM USU,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH DOMICILE &,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH DOMICLE &,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH DOMICLE&HE,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH ETC,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH HEIRSHIP E,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH OF TRUSTEE,AFFIDAVIT,AFFIDAVIT,True
AFF DEATH/HRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF DEMOBILIZATION,DE-IMMOBILIZATION,AFFIDAVIT,False
AFF DSGN & INVNT,ASSIGNMENT,AFFIDAVIT,False
AFF DTH & HRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF DTH & HRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF DTH HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF DTH HRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF ETC,AFFIDAVIT,AFFIDAVIT,True
AFF FMOT PAYOUT,AFFIDAVIT,AFFIDAVIT,True
AFF FOR INTESTATE SU,AFFIDAVIT,AFFIDAVIT,True
AFF FOR SMALL SUCCN,SUCCESSION AFFIDAVIT,SUCCESSION AFFIDAVIT,True
AFF FRMT PAYOUT,AFFIDAVIT,AFFIDAVIT,True
AFF HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF HEIRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF IDENDITY,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF IDENTITY,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF IMMOBLZ,AFFIDAVIT,IMMOBILIZATION,False
AFF INHERIT TAX,AFFIDAVIT,AFFIDAVIT,True
AFF LIS PENDENS,LIS PENDENS,NOTICE,False
AFF MARITAL STATUS,NOTICE,AFFIDAVIT,False
AFF MIN RESERVATIONS,NOTICE,AFFIDAVIT,False
AFF MISSING ASSIGN,ASSIGNMENT,AFFIDAVIT,False
AFF MISSING OR LOST,AFFIDAVIT,AFFIDAVIT,True
AFF MISSING/LOST ASS,AFFIDAVIT,AFFIDAVIT,True
AFF NAME CHANGE,NAME CHANGE,NAME CHANGE,True
AFF NAME CHANGE ETC,NAME CHANGE,NAME CHANGE,True
AFF NAME CHG,NAME CHANGE,NAME CHANGE,True
AFF NO DRILL/PROD,AFFIDAVIT,AFFIDAVIT,True
AFF NO DRILLING,AFFIDAVIT,AFFIDAVIT,True
AFF NO DRILLING OR P,AFFIDAVIT,AFFIDAVIT,True
AFF NO MIN PROD,OGM FILING,AFFIDAVIT,False
AFF NO MINERAL PROD,OGM FILING,AFFIDAVIT,False
AFF NO PRDCTN,AFFIDAVIT,AFFIDAVIT,True
AFF NO WORK,NO WORK AFFIDAVIT,NO WORK AFFIDAVIT,True
AFF NON DEV/NON PAY,AFFIDAVIT,AFFIDAVIT,True
AFF NON DRILLING ETC,AFFIDAVIT,AFFIDAVIT,True
AFF NON PROD,AFFIDAVIT,AFFIDAVIT,True
AFF NON RENEWAL,OGM FILING,AFFIDAVIT,False
AFF NON USE MIN SERV,LEASE,AFFIDAVIT,False
AFF NON WORK,NO WORK AFFIDAVIT,NO WORK AFFIDAVIT,True
AFF NONPRODUCTION,AFFIDAVIT,AFFIDAVIT,True
AFF OF ACCEPT,AFFIDAVIT,ACCEPTANCE,False
AFF OF ACKN,AFFIDAVIT,ACKNOWLEDGEMENT,False
AFF OF ACKNOW,AFFIDAVIT,ACKNOWLEDGEMENT,False
AFF OF AFFIX,AFFIDAVIT,AFFIDAVIT,True
AFF OF AFFIXATION,AFFIDAVIT,AFFIDAVIT,True
AFF OF ASSIGNMENT,ASSIGNMENT,ASSIGNMENT,True
AFF OF CANC,CANCELLATION-SINGLE,CANCELLATION - SINGLE,False
AFF OF CHNG ADD & TR,AFFIDAVIT,AFFIDAVIT,True
AFF OF CLAIM,AFFIDAVIT,PROOF OF CLAIM,False
AFF OF CLARIFICATION,AFFIDAVIT,AFFIDAVIT,True
AFF OF COMPETENCY,AFFIDAVIT,AFFIDAVIT,True
AFF OF COMPLE,AFFIDAVIT,AFFIDAVIT,True
AFF OF CONVERSION,NOTICE,AFFIDAVIT,False
AFF OF CORR,CORRECTION,CORRECTION,True
AFF OF CORR & PLAT,CORRECTION,CORRECTION,True
AFF OF CORR & POSS,CORRECTION,CORRECTION,True
AFF OF CORRECTION,CORRECTION,CORRECTION,True
AFF OF CUSTODY,AFFIDAVIT,AFFIDAVIT,True
AFF OF DE-IMMOB,AFFIDAVIT,DE-IMMOBILIZATION,False
AFF OF DEATH,AFFIDAVIT,AFFIDAVIT,True
AFF OF DEATH & HEIRS,AFFIDAVIT,AFFIDAVIT,True
AFF OF DEATH ETC,AFFIDAVIT,AFFIDAVIT,True
AFF OF DEATH/HEIRSHI,AFFIDAVIT,AFFIDAVIT,True
AFF OF DEMOBIL,AFFIDAVIT,DE-IMMOBILIZATION,False
AFF OF DESIGN,AFFIDAVIT,AFFIDAVIT,True
AFF OF DISSOLU,DISSOLUTION,DISSOLUTION,True
AFF OF DISSOLUTION,DISSOLUTION,DISSOLUTION,True
AFF OF DISTINCT,AFFIDAVIT,AFFIDAVIT,True
AFF OF DISTINCTION,AFFIDAVIT,AFFIDAVIT,True
AFF OF DISTING,AFFIDAVIT,AFFIDAVIT,True
AFF OF DIV,AFFIDAVIT,AFFIDAVIT,True
AFF OF DOMICILE,AFFIDAVIT,AFFIDAVIT,True
AFF OF DONA,AFFIDAVIT,DONATION,False
AFF OF DONATION,DONATION,DONATION,True
AFF OF EXEMP,AFFIDAVIT,AFFIDAVIT,True
AFF OF EXEMPTION,AFFIDAVIT,AFFIDAVIT,True
AFF OF EXPIRED LEASE,AFFIDAVIT,AFFIDAVIT,True
AFF OF FACT,AFFIDAVIT,AFFIDAVIT,True
AFF OF HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF OF HEIRSHIP & ET,AFFIDAVIT,AFFIDAVIT,True
AFF OF HEIRSHIP & WI,AFFIDAVIT,AFFIDAVIT,True
AFF OF HEIRSHP,AFFIDAVIT,AFFIDAVIT,True
AFF OF IDENT,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF OF IDENT & CORP,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF OF IDENTITY,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF OF IDENTITY/PAR,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFF OF IMMOB,AFFIDAVIT,IMMOBILIZATION,False
AFF OF IMMOBLZN,AFFIDAVIT,IMMOBILIZATION,False
AFF OF INDENTIF,SUPPLEMENTAL,AFFIDAVIT,False
AFF OF LIS PEND,LIS PENDENS,NOTICE,False
AFF OF LOSS,AFFIDAVIT,AFFIDAVIT,True
AFF OF LOST ASSIGN,AFFIDAVIT,AFFIDAVIT,True
AFF OF LOST ASSIGNME,ASSIGNMENT,AFFIDAVIT,False
AFF OF LST ASSIGN,ASSIGNMENT,AFFIDAVIT,False
AFF OF MARITAL STATU,AFFIDAVIT,AFFIDAVIT,True
AFF OF MERG,ETC,AFFIDAVIT,MERGER,False
AFF OF MERGER,AFFIDAVIT,MERGER,False
AFF OF NAME USE,NAME CHANGE,AFFIDAVIT,False
AFF OF NO DRILLING,AFFIDAVIT,AFFIDAVIT,True
AFF OF NO DRLNG,AFFIDAVIT,AFFIDAVIT,True
AFF OF NO OPPOSITION,AFFIDAVIT,AFFIDAVIT,True
AFF OF NO PROD,AFFIDAVIT,AFFIDAVIT,True
AFF OF NO SALE,AFFIDAVIT,AFFIDAVIT,True
AFF OF NO WORK,NO WORK AFFIDAVIT,NO WORK AFFIDAVIT,True
AFF OF NON CUSTODIAL,AFFIDAVIT,AFFIDAVIT,True
AFF OF NON-WORK,AFFIDAVIT,NO WORK AFFIDAVIT,False
AFF OF NOTARIAL ATTA,NOTARY BOND,AFFIDAVIT,False
AFF OF OWNERSHIP,AFFIDAVIT,AFFIDAVIT,True
AFF OF P/ATTY,AFFIDAVIT,POWER OF ATTORNEY,False
AFF OF POSS,AFFIDAVIT,AFFIDAVIT,True
AFF OF POSS & PLAT,AFFIDAVIT,AFFIDAVIT,True
AFF OF POSSESS W/PLA,AFFIDAVIT,AFFIDAVIT,True
AFF OF POSSESSION,AFFIDAVIT,AFFIDAVIT,True
AFF OF POSSESSION &,AFFIDAVIT,AFFIDAVIT,True
AFF OF PUB RD,AFFIDAVIT,AFFIDAVIT,True
AFF OF PUBLIC ROAD,AFFIDAVIT,AFFIDAVIT,True
AFF OF PYMNT DEBT&CL,AFFIDAVIT,AFFIDAVIT,True
AFF OF RATIF,RATIFICATION,RATIFICATION,True
AFF OF REASSIGN,ASSIGNMENT,AFFIDAVIT,False
AFF OF REL,AFFIDAVIT,RELEASE,False
AFF OF RELEASE,AFFIDAVIT,RELEASE,False
AFF OF SATISFACTION,RELEASE,AFFIDAVIT,False
AFF OF SEP,AFFIDAVIT,AFFIDAVIT,True
AFF OF SEPERATE PROP,AFFIDAVIT,AFFIDAVIT,True
AFF OF SMALL SUCCN,SUCCESSION AFFIDAVIT,SUCCESSION AFFIDAVIT,True
AFF OF SUCCESSION,AFFIDAVIT,SUCCESSION AFFIDAVIT,False
AFF OF TERM LEASES,AFFIDAVIT,AFFIDAVIT,True
AFF OF TITLE,AFFIDAVIT,AFFIDAVIT,True
AFF OF USUFRUCT,USUFRUCT,AFFIDAVIT,False
AFF OF WAIVER RIGHT,AFFIDAVIT,WAIVER,False
AFF OF WITNESS,AFFIDAVIT,AFFIDAVIT,True
AFF OF WK,AFFIDAVIT,AFFIDAVIT,True
AFF ORDER ETC,AFFIDAVIT,ORDER,False
AFF P/L LOCATION & P,AFFIDAVIT,AFFIDAVIT,True
AFF POSS,AFFIDAVIT,AFFIDAVIT,True
AFF POSSESSION,AFFIDAVIT,AFFIDAVIT,True
AFF R/W,AFFIDAVIT,AFFIDAVIT,True
AFF RD MANTNCE,AFFIDAVIT,AFFIDAVIT,True
AFF REGARDING SALE L,AFFIDAVIT,AFFIDAVIT,True
AFF RESCIND SALE,AFFIDAVIT,AFFIDAVIT,True
AFF REZON ETC,AFFIDAVIT,AFFIDAVIT,True
AFF SEP PROP,NOTICE,AFFIDAVIT,False
AFF SEP PROPERTY,NOTICE,AFFIDAVIT,False
AFF SMALL SUCCN,SUCCESSION AFFIDAVIT,SUCCESSION AFFIDAVIT,True
AFF SOLID WASTE DISP,AFFIDAVIT,AFFIDAVIT,True
AFF SUB CMPL,SUBORDINATION,CERTIFICATE,False
AFF SUB COMP,SUBORDINATION,CERTIFICATE,False
AFF SUB COMPL,SUBORDINATION,CERTIFICATE,False
AFF SURVEYOR,AFFIDAVIT,AFFIDAVIT,True
AFF TERM AG & ETC,AFFIDAVIT,AFFIDAVIT,True
AFF TERM USUFRUCT,USUFRUCT,AFFIDAVIT,False
AFF TO CHG DOMICILE,AFFIDAVIT,AFFIDAVIT,True
AFF TO CORRECT TITLE,CORRECTION,CORRECTION,True
AFF TO REINSCRIBE CA,REINSCRIPTION,AFFIDAVIT,False
AFF&CORR,AFFIDAVIT,AFFIDAVIT,True
AFF,VERIF ETC,AFFIDAVIT,AFFIDAVIT,True
AFF. OF DEATH,AFFIDAVIT,AFFIDAVIT,True
AFF/ CUSTODY,NOTICE,AFFIDAVIT,False
AFF/ RATIF,RATIFICATION,RATIFICATION,True
AFF/ TRANSFER,TRANSFER,TRANSFER,True
AFF/ WAIVER,AFFIDAVIT,WAIVER,False
AFF/CORR,CORRECTION,CORRECTION,True
AFF/NO DUAL ASE,AFFIDAVIT,AFFIDAVIT,True
AFF/ORDER,ORDER,ORDER,True
AFF/QC,AFFIDAVIT,QUIT CLAIM,False
AFFI,AFFIDAVIT,AFFIDAVIT,True
AFFI & QUIT CLM,AFFIDAVIT,QUIT CLAIM,False
AFFI & STIPULA,AGREEMENT ,AFFIDAVIT,False
AFFI DAVIT,AFFIDAVIT,AFFIDAVIT,True
AFFI NO DRLG,AFFIDAVIT,AFFIDAVIT,True
AFFI OF DEATH,AFFIDAVIT,AFFIDAVIT,True
AFFI OF NO DRLG,AFFIDAVIT,AFFIDAVIT,True
AFFI OF RELEASE,AFFIDAVIT,RELEASE,False
AFFI POSS,AFFIDAVIT,AFFIDAVIT,True
AFFID,AFFIDAVIT,AFFIDAVIT,True
AFFID & PLAT,AFFIDAVIT,AFFIDAVIT,True
AFFID & RATIF,AFFIDAVIT,AFFIDAVIT,True
AFFID &LEASE,AFFIDAVIT,AFFIDAVIT,True
AFFID &SURVEY,AFFIDAVIT,AFFIDAVIT,True
AFFID /COMPLE,AFFIDAVIT,AFFIDAVIT,True
AFFID APPTNG TRUSTEE,AFFIDAVIT,AFFIDAVIT,True
AFFID CUSTODY,AFFIDAVIT,AFFIDAVIT,True
AFFID DEATH HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFFID DTH/HEIR,AFFIDAVIT,AFFIDAVIT,True
AFFID ETC,AFFIDAVIT,AFFIDAVIT,True
AFFID HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFFID LEGITIMATION,AFFIDAVIT,AFFIDAVIT,True
AFFID NO MINERAL PRO,OGM FILING,AFFIDAVIT,False
AFFID NON PROD,AFFIDAVIT,AFFIDAVIT,True
AFFID NON-WORK,AFFIDAVIT,NO WORK AFFIDAVIT,False
AFFID NTC FEE DISP,AFFIDAVIT,AFFIDAVIT,True
AFFID OF DEATH,AFFIDAVIT,AFFIDAVIT,True
AFFID OF DEATH & HEI,AFFIDAVIT,AFFIDAVIT,True
AFFID OF DEATH HEIRS,AFFIDAVIT,AFFIDAVIT,True
AFFID OF DISTRIB TER,AFFIDAVIT,AFFIDAVIT,True
AFFID OF IDENTITY,AFFIDAVIT,AFFIDAVIT OF IDENTITY,False
AFFID OF POSS,AFFIDAVIT,AFFIDAVIT,True
AFFID OF RELEASE,AFFIDAVIT,RELEASE,False
AFFID P/L LOCATION,AFFIDAVIT,AFFIDAVIT,True
AFFID POSS & PLAT,AFFIDAVIT,AFFIDAVIT,True
AFFID SIMILAR NAME,AFFIDAVIT,AFFIDAVIT,True
AFFID SUBS WITNESS,AFFIDAVIT,AFFIDAVIT,True
AFFID.,AFFIDAVIT,AFFIDAVIT,True
AFFID/ RELEASE,AFFIDAVIT,AFFIDAVIT,True
AFFID/WAIVER SURF RI,AFFIDAVIT,AFFIDAVIT,True
AFFIDA HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFFIDA POSS,AFFIDAVIT,AFFIDAVIT,True
AFFIDAV,AFFIDAVIT,AFFIDAVIT,True
AFFIDAV HEIRSHIP,AFFIDAVIT,AFFIDAVIT,True
AFFIDAV POSS,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVI,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVI DEATH,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVI POSS,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVIT,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVIT OF ADD CHG,AFFIDAVIT,AFFIDAVIT,True
AFFIDAVT,AFFIDAVIT,AFFIDAVIT,True
AFFIVIT DEATH/HR,AFFIDAVIT,AFFIDAVIT,True
AFFIXATION AFF OF M,AFFIDAVIT,AFFIDAVIT,True
AG & HUNT LEASE,LEASE,LEASE,True
AG LEASE,ASSIGNMENT,LEASE,False
AG LEASE & AGMT,ASSIGNMENT,LEASE,False
AG LEASE & AGREE,AGREEMENT,LEASE,False
AG LEASE & PLEDGE,PLEDGE,LEASE,False
AG LEASE & SEC AGREE,AGREEMENT,LEASE,False
AG LEASE & WORKERS C,LEASE,LEASE,True
AG LEASE RENEWAL,LEASE,LEASE,True
AG LSE,LEASE,LEASE,True
AG LSE & AGREE,AGREEMENT,LEASE,False
AG LSE AGREE,LEASE,LEASE,True
AG LSE EXT,LEASE,LEASE,True
AG NOT ALIENATE,LIEN,AGREEMENT,False
AG/PRIOR LN-HLDER,LIEN,AGREEMENT,False
AGENCY AGREE,AGREEMENT,AGREEMENT,True
AGMT,ASSIGNMENT,AGREEMENT,False
AGMT & ASSIGN,ASSIGNMENT,AGREEMENT,False
AGMT & DECL,ASSIGNMENT,AGREEMENT,False
AGMT BUY/SELL,ASSIGNMENT,AGREEMENT,False
AGMT OF MERGER,ASSIGNMENT,MERGER,False
AGMT PROP,ASSIGNMENT,AGREEMENT,False
AGMT RATIF,ASSIGNMENT,RATIFICATION,False
AGMT TERMINA,ASSIGNMENT,TERMINATION,False
AGNCY & SEC AGRE,AGREEMENT,AGREEMENT,True
AGR EXT NTS ETC,NOTICE,AGREEMENT,False
AGR LEASE,LEASE,AGREEMENT,False
AGR NOT TO SELL,AGREEMENT,AGREEMENT,True
AGR TO DEF PROD,AGREEMENT,AGREEMENT,True
AGR TO REMRTZ,ASSIGNMENT,AGREEMENT,False
AGRE & QC,AGREEMENT,AGREEMENT,True
AGRE EXT NOTES,NOTICE,AGREEMENT,False
AGRE NON ENCMBR,AGREEMENT,AGREEMENT,True
AGRE TO EX NOTE,AGREEMENT,AGREEMENT,True
AGREE,AGREEMENT,AGREEMENT,True
AGREE & ACKNOW,AGREEMENT,AGREEMENT,True
AGREE & ASSIGN,ASSIGNMENT,AGREEMENT,False
AGREE & CONT,AGREEMENT,AGREEMENT,True
AGREE & DECLAR OF TR,AGREEMENT,AGREEMENT,True
AGREE & DMGE REL,AGREEMENT,AGREEMENT,True
AGREE & ETC,AGREEMENT,AGREEMENT,True
AGREE & LEASE,AGREEMENT,AGREEMENT,True
AGREE & MERGER,AGREEMENT,AGREEMENT,True
AGREE & MTG ETC,MORTGAGE,AGREEMENT,False
AGREE & OPT TO PURCH,AGREEMENT,AGREEMENT,True
AGREE & P/ATTY,AGREEMENT,AGREEMENT,True
AGREE & PLAN OF MERG,AGREEMENT,AGREEMENT,True
AGREE & PLAT,AGREEMENT,AGREEMENT,True
AGREE & QC,AGREEMENT,AGREEMENT,True
AGREE & R/W,AGREEMENT,AGREEMENT,True
AGREE & RELEASE,AGREEMENT,AGREEMENT,True
AGREE & SALE,AGREEMENT,AGREEMENT,True
AGREE & SKETCH,AGREEMENT,AGREEMENT,True
AGREE & TRANSFER,AGREEMENT,AGREEMENT,True
AGREE AND ASSUMPT,AGREEMENT,AGREEMENT,True
AGREE CANC,AGREEMENT,AGREEMENT,True
AGREE COMM TO SEP PR,AGREEMENT,AGREEMENT,True
AGREE CONVEY TR TERM,AGREEMENT,AGREEMENT,True
AGREE DFR PROD,AGREEMENT,AGREEMENT,True
AGREE ELECTRIC INFRA,AGREEMENT,AGREEMENT,True
AGREE ETC,AGREEMENT,AGREEMENT,True
AGREE EV EXT,AGREEMENT,AGREEMENT,True
AGREE EX CM NOTE,AGREEMENT,AGREEMENT,True
AGREE EX MTG,AGREEMENT,AGREEMENT,True
AGREE EX NOTE,AGREEMENT,AGREEMENT,True
AGREE EX NOTES,AGREEMENT,AGREEMENT,True
AGREE EXT,AGREEMENT,AGREEMENT,True
AGREE EXT NOTE,AGREEMENT,AGREEMENT,True
AGREE EXT NTS,AGREEMENT,AGREEMENT,True
